study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB55595	SAMEA110745317	ERX9652188	ERR10115032	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10115032/ERR10115032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/032/ERR10115032/ERR10115032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115032/CZ-MB36_S36_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115032/CZ-MB36_S36_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745318	ERX9652189	ERR10115033	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10115033/ERR10115033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/033/ERR10115033/ERR10115033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115033/CZ-MB37_S37_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115033/CZ-MB37_S37_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745319	ERX9652190	ERR10115034	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/034/ERR10115034/ERR10115034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/034/ERR10115034/ERR10115034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115034/CZ-MB39_S39_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115034/CZ-MB39_S39_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745320	ERX9652191	ERR10115035	502961	Pongo abelii x pygmaeus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10115035/ERR10115035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/035/ERR10115035/ERR10115035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115035/CZ-MB4_S4_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115035/CZ-MB4_S4_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745321	ERX9652192	ERR10115036	43777	Pithecia pithecia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/036/ERR10115036/ERR10115036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/036/ERR10115036/ERR10115036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115036/CZ-MB40_S40_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115036/CZ-MB40_S40_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745322	ERX9652193	ERR10115037	87288	Eulemur flavifrons	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10115037/ERR10115037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/037/ERR10115037/ERR10115037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115037/CZ-MB42_S42_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115037/CZ-MB42_S42_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745323	ERX9652194	ERR10115038	87288	Eulemur flavifrons	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/038/ERR10115038/ERR10115038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/038/ERR10115038/ERR10115038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115038/CZ-MB43_S43_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115038/CZ-MB43_S43_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745324	ERX9652195	ERR10115039	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10115039/ERR10115039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/039/ERR10115039/ERR10115039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115039/CZ-MB44_S44_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115039/CZ-MB44_S44_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745325	ERX9652196	ERR10115040	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/040/ERR10115040/ERR10115040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/040/ERR10115040/ERR10115040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115040/CZ-MB45_S45_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115040/CZ-MB45_S45_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745326	ERX9652197	ERR10115041	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10115041/ERR10115041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/041/ERR10115041/ERR10115041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115041/CZ-MB46_S46_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115041/CZ-MB46_S46_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745327	ERX9652198	ERR10115042	43778	Saguinus geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10115042/ERR10115042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/042/ERR10115042/ERR10115042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115042/CZ-MB47_S47_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115042/CZ-MB47_S47_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745328	ERX9652199	ERR10115043	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/043/ERR10115043/ERR10115043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/043/ERR10115043/ERR10115043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115043/CZ-MB5_S5_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115043/CZ-MB5_S5_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745329	ERX9652200	ERR10115044	9595	Gorilla gorilla gorilla	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10115044/ERR10115044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/044/ERR10115044/ERR10115044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115044/CZ-MB50_S50_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115044/CZ-MB50_S50_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745330	ERX9652201	ERR10115045	9595	Gorilla gorilla gorilla	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/045/ERR10115045/ERR10115045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/045/ERR10115045/ERR10115045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115045/CZ-MB51_S51_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115045/CZ-MB51_S51_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745331	ERX9652202	ERR10115046	9595	Gorilla gorilla gorilla	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10115046/ERR10115046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/046/ERR10115046/ERR10115046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115046/CZ-MB52_S52_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115046/CZ-MB52_S52_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745332	ERX9652203	ERR10115047	502961	Pongo abelii x pygmaeus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/047/ERR10115047/ERR10115047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/047/ERR10115047/ERR10115047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115047/CZ-MB53_S53_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115047/CZ-MB53_S53_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745333	ERX9652204	ERR10115048	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/048/ERR10115048/ERR10115048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/048/ERR10115048/ERR10115048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115048/CZ-MB54_S54_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115048/CZ-MB54_S54_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745334	ERX9652205	ERR10115049	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10115049/ERR10115049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/049/ERR10115049/ERR10115049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115049/CZ-MB55_S55_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115049/CZ-MB55_S55_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745335	ERX9652206	ERR10115050	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/050/ERR10115050/ERR10115050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/050/ERR10115050/ERR10115050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115050/CZ-MB56_S56_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115050/CZ-MB56_S56_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745336	ERX9652207	ERR10115051	36227	Cercopithecus neglectus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/051/ERR10115051/ERR10115051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/051/ERR10115051/ERR10115051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115051/CZ-MB58_S58_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115051/CZ-MB58_S58_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745337	ERX9652208	ERR10115052	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/052/ERR10115052/ERR10115052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/052/ERR10115052/ERR10115052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115052/CZ-MB59_S59_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115052/CZ-MB59_S59_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745338	ERX9652209	ERR10115053	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10115053/ERR10115053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/053/ERR10115053/ERR10115053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115053/CZ-MB6_S6_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115053/CZ-MB6_S6_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745339	ERX9652210	ERR10115054	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/054/ERR10115054/ERR10115054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/054/ERR10115054/ERR10115054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115054/CZ-MB60_S60_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115054/CZ-MB60_S60_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745340	ERX9652211	ERR10115055	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/055/ERR10115055/ERR10115055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/055/ERR10115055/ERR10115055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115055/CZ-MB61_S61_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115055/CZ-MB61_S61_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745341	ERX9652212	ERR10115056	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/056/ERR10115056/ERR10115056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/056/ERR10115056/ERR10115056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115056/CZ-MB62_S62_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115056/CZ-MB62_S62_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745342	ERX9652213	ERR10115057	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/057/ERR10115057/ERR10115057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/057/ERR10115057/ERR10115057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115057/CZ-MB63_S63_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115057/CZ-MB63_S63_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745343	ERX9652214	ERR10115058	43777	Pithecia pithecia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/058/ERR10115058/ERR10115058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/058/ERR10115058/ERR10115058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115058/CZ-MB68_S68_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115058/CZ-MB68_S68_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745344	ERX9652215	ERR10115059	87288	Eulemur flavifrons	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10115059/ERR10115059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/059/ERR10115059/ERR10115059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115059/CZ-MB69_S69_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115059/CZ-MB69_S69_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745345	ERX9652216	ERR10115060	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/060/ERR10115060/ERR10115060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/060/ERR10115060/ERR10115060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115060/CZ-MB71_S71_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115060/CZ-MB71_S71_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745346	ERX9652217	ERR10115061	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/061/ERR10115061/ERR10115061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/061/ERR10115061/ERR10115061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115061/CZ-MB72_S72_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115061/CZ-MB72_S72_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745347	ERX9652218	ERR10115062	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/062/ERR10115062/ERR10115062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/062/ERR10115062/ERR10115062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115062/CZ-MB73_S73_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115062/CZ-MB73_S73_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745348	ERX9652219	ERR10115063	43778	Saguinus geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10115063/ERR10115063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/063/ERR10115063/ERR10115063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115063/CZ-MB78_S78_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115063/CZ-MB78_S78_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745349	ERX9652220	ERR10115064	36227	Cercopithecus neglectus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10115064/ERR10115064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/064/ERR10115064/ERR10115064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115064/CZ-MB8_S8_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115064/CZ-MB8_S8_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745350	ERX9652221	ERR10115065	9595	Gorilla gorilla gorilla	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/065/ERR10115065/ERR10115065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/065/ERR10115065/ERR10115065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115065/CZ-MB80_S80_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115065/CZ-MB80_S80_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745351	ERX9652222	ERR10115066	9595	Gorilla gorilla gorilla	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/066/ERR10115066/ERR10115066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/066/ERR10115066/ERR10115066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115066/CZ-MB81_S81_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115066/CZ-MB81_S81_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745352	ERX9652223	ERR10115067	502961	Pongo abelii x pygmaeus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/067/ERR10115067/ERR10115067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/067/ERR10115067/ERR10115067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115067/CZ-MB83_S83_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115067/CZ-MB83_S83_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745353	ERX9652224	ERR10115068	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/068/ERR10115068/ERR10115068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/068/ERR10115068/ERR10115068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115068/CZ-MB85_S85_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115068/CZ-MB85_S85_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745354	ERX9652225	ERR10115069	9601	Pongo abelii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/069/ERR10115069/ERR10115069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/069/ERR10115069/ERR10115069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115069/CZ-MB86_S86_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115069/CZ-MB86_S86_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745355	ERX9652226	ERR10115070	36227	Cercopithecus neglectus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/070/ERR10115070/ERR10115070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/070/ERR10115070/ERR10115070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115070/CZ-MB87_S87_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115070/CZ-MB87_S87_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745356	ERX9652227	ERR10115071	36227	Cercopithecus neglectus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/071/ERR10115071/ERR10115071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/071/ERR10115071/ERR10115071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115071/CZ-MB88_S88_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115071/CZ-MB88_S88_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745357	ERX9652228	ERR10115072	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10115072/ERR10115072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/072/ERR10115072/ERR10115072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115072/CZ-MB89_S89_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115072/CZ-MB89_S89_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745358	ERX9652229	ERR10115073	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/073/ERR10115073/ERR10115073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/073/ERR10115073/ERR10115073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115073/CZ-MB90_S90_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115073/CZ-MB90_S90_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745359	ERX9652230	ERR10115074	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10115074/ERR10115074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/074/ERR10115074/ERR10115074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115074/CZ-MB91_S91_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115074/CZ-MB91_S91_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745360	ERX9652231	ERR10115075	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10115075/ERR10115075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/075/ERR10115075/ERR10115075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115075/CZ-MB92_S92_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115075/CZ-MB92_S92_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745361	ERX9652232	ERR10115076	9509	Ateles geoffroyi	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10115076/ERR10115076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/076/ERR10115076/ERR10115076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115076/CZ-MB93_S93_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115076/CZ-MB93_S93_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745362	ERX9652233	ERR10115077	43777	Pithecia pithecia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/077/ERR10115077/ERR10115077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/077/ERR10115077/ERR10115077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115077/CZ-MB94_S94_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115077/CZ-MB94_S94_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745363	ERX9652234	ERR10115078	43777	Pithecia pithecia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10115078/ERR10115078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/078/ERR10115078/ERR10115078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115078/CZ-MB95_S95_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115078/CZ-MB95_S95_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745364	ERX9652235	ERR10115079	87288	Eulemur flavifrons	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/079/ERR10115079/ERR10115079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/079/ERR10115079/ERR10115079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115079/CZ-MB96_S96_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115079/CZ-MB96_S96_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745365	ERX9652236	ERR10115080	87288	Eulemur flavifrons	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/080/ERR10115080/ERR10115080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/080/ERR10115080/ERR10115080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115080/CZ-MB97_S97_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115080/CZ-MB97_S97_L001_R2.fastq.gz	
PRJEB55595	SAMEA110745366	ERX9652237	ERR10115081	881951	Saguinus imperator subgrisescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/081/ERR10115081/ERR10115081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/081/ERR10115081/ERR10115081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115081/CZ-MB98_S98_L001_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR10115081/CZ-MB98_S98_L001_R2.fastq.gz	
